Filename,Original,RuleName,CitationType,MatchType,Vids,Nodes,Content,Error,Notes,ExtractedSeries
s3://vlex-tna-files/ewhc/ch/2011/2011-ewhc-1731-ch.xml,v Meyer </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793265341'>[1959] AC 324</citation>. That case,elr3,Caselaw,SyntalexMatch,793265341,,[1959] AC 324,,Resolved match,AC
s3://vlex-tna-files/ewhc/ch/2016/2016-ewhc-3342-ch.xml,"<p style=""margin-left:0.51in;margin-right:0.04in"">1156 (<citation entityType='SyntalexMatch' ruleName='elr3' vids='794002857'>Ch), [2014] 1</citation>CLC 562 such",elr3,Caselaw,SyntalexMatch,794002857,,"Ch), [2014] 1",,Resolved match,Ch
s3://vlex-tna-files/ewhc/ch/2016/2016-ewhc-3342-ch.xml,"</span><span style=""font-style:italic;font-weight:bold"">v Lanjami</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='792794041'>[1985] Ch 457</citation>. </p> </content>",elr3,Caselaw,SyntalexMatch,792794041,,[1985] Ch 457,,Resolved match,Ch
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,"v Eagle Star</span>,<citation entityType='SyntalexMatch' ruleName='elr3' vids='793957405'>[1997] AC 191</citation>, at page",elr3,Caselaw,SyntalexMatch,793957405,,[1997] AC 191,,Resolved match,AC
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,"Ocean Frost </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='792979297'>[1986] 1 AC 717</citation>, in which",elr3,Caselaw,SyntalexMatch,792979297,,[1986] 1 AC 717,,Resolved match,AC
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,"Lyonnais v ECGD</span>,<citation entityType='SyntalexMatch' ruleName='elr3' vids='793033557'>[2000] 1 AC 486</citation>, at page",elr3,Caselaw,SyntalexMatch,793033557,,[2000] 1 AC 486,,Resolved match,AC
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,&amp; Wrench </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='804915189'>[1982] AC 462</citation>. His action,elr3,Caselaw,SyntalexMatch,804915189,,[1982] AC 462,,Resolved match,AC
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,"Grace, Smith </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793353805'>[1912] AC 716</citation>and similar cases,",elr3,Caselaw,SyntalexMatch,793353805,,[1912] AC 716,,Resolved match,AC
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,Securities Commission </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='804953005'>[1995] 2 AC 500</citation>and was done,elr3,Caselaw,SyntalexMatch,804953005,,[1995] 2 AC 500,,Resolved match,AC
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,"Management) Ltd, </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793686005'>[1997] AC 254</citation>, and Lord",elr3,Caselaw,SyntalexMatch,793686005,,[1997] AC 254,,Resolved match,AC
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,"Co (Abertilley) Ltd,</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793238485'>[1999] 2 AC 22</citation>. In the",elr3,Caselaw,SyntalexMatch,793238485,,[1999] 2 AC 22,,Resolved match,AC
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,"Eagle Star </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793957405'>[1997] AC 191</citation>and <span style=""font-style:italic"">Reeves",elr3,Caselaw,SyntalexMatch,793957405,,[1997] AC 191,,Resolved match,AC
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,"of the Metropolis,</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793032869'>[2000] 1 AC 360</citation>, discussed below.</p>",elr3,Caselaw,SyntalexMatch,793032869,,[2000] 1 AC 360,,Resolved match,AC
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,(No. 4) </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='792604821'>[2001] QB 167</citation>. In that,elr3,Caselaw,SyntalexMatch,792604821,,[2001] QB 167,,Resolved match,QB
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,"style=""font-style:italic"">Barton v Armstrong</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='804948341'>[1976] AC 104</citation>, at p.",elr3,Caselaw,SyntalexMatch,804948341,,[1976] AC 104,,Resolved match,AC
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,Gelato v Richcliff</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='804080809'>[1992] Ch 560</citation>. In that,elr3,Caselaw,SyntalexMatch,804080809,,[1992] Ch 560,,Resolved match,Ch
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,Byrne v Heller</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='792650833'>[1964] AC 465</citation>) and under,elr3,Caselaw,SyntalexMatch,792650833,,[1964] AC 465,,Resolved match,AC
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,v Lord Ashburton</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793020429'>[1914] AC 932</citation>. In that,elr3,Caselaw,SyntalexMatch,793020429,,[1914] AC 932,,Resolved match,AC
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,Insurance Company Ltd</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793957405'>[1997] AC 191</citation>. In <span,elr3,Caselaw,SyntalexMatch,793957405,,[1997] AC 191,,Resolved match,AC
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,"Montague Ltd </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793957405'>[1997] AC 191</citation>, widely referred",elr3,Caselaw,SyntalexMatch,793957405,,[1997] AC 191,,Resolved match,AC
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,"Mill Company </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='803339357'>[1896] 2 Ch 279</citation>, at page",elr3,Caselaw,SyntalexMatch,803339357,,[1896] 2 Ch 279,,Resolved match,Ch
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,"Electric Railways Co</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793051573'>[1912] AC 673</citation>, at page",elr3,Caselaw,SyntalexMatch,793051573,,[1912] AC 673,,Resolved match,AC
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,"v Eels </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793797289'>[1990] 2 QB 227</citation>, at page",elr3,Caselaw,SyntalexMatch,793797289,,[1990] 2 QB 227,,Resolved match,QB
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,"v Butcher </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793603277,792702925'>[1989] 1 AC 852</citation>(in this respect",elr3,Caselaw,SyntalexMatch,"793603277,792702925",,[1989] 1 AC 852,,Resolved match,AC
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,"Swan Motor Co</span>.<citation entityType='SyntalexMatch' ruleName='elr3' vids='805106177'>[1949] 2 KB 291</citation>and <span style=""font-style:italic"">The",elr3,Caselaw,SyntalexMatch,805106177,,[1949] 2 KB 291,,Resolved match,KB
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,"style=""font-style:italic"">The Miraflores </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='794034073'>[1967] 1 AC 826</citation>. They show",elr3,Caselaw,SyntalexMatch,794034073,,[1967] 1 AC 826,,Resolved match,AC
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,"v Lenesta Sludge</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793896165'>[1994] 1 AC 85</citation>and <span style=""font-style:italic"">McAlpine",elr3,Caselaw,SyntalexMatch,793896165,,[1994] 1 AC 85,,Resolved match,AC
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,"v Panatown </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='792906149'>[2001] 1 AC 518</citation>, as cases",elr3,Caselaw,SyntalexMatch,792906149,,[2001] 1 AC 518,,Resolved match,AC
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,v Bamford </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='807136317'>[1914] 1 Ch 1</citation>and stressing both,elr3,Caselaw,SyntalexMatch,807136317,,[1914] 1 Ch 1,,Resolved match,Ch
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,"of Australasia </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='807293525'>[1905] AC 373</citation>, at page",elr3,Caselaw,SyntalexMatch,807293525,,[1905] AC 373,,Resolved match,AC
s3://vlex-tna-files/ewhc/ch/2003/2003-ewhc-1319-ch.xml,"style=""font-style:italic"">Re Duomatic </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='803866769'>[1969] 2 Ch 365</citation>. </p> </content>",elr3,Caselaw,SyntalexMatch,803866769,,[1969] 2 Ch 365,,Resolved match,Ch
s3://vlex-tna-files/ewhc/admin/2013/2013-ewhc-899-admin.xml,for the Environment</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793335813'>[1981] AC 578</citation>Lord Scarman held,elr3,Caselaw,SyntalexMatch,793335813,,[1981] AC 578,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2013/2013-ewhc-899-admin.xml,"for the Environment</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793306805'>[2001] 2 AC 603</citation>at pp. 615–616,",elr3,Caselaw,SyntalexMatch,793306805,,[2001] 2 AC 603,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2013/2013-ewhc-899-admin.xml,"<citation entityType='SyntalexMatch' ruleName='elr3' vids='793121205'>[2000] 1 AC 397</citation></span> </a>, at",elr3,Caselaw,SyntalexMatch,793121205,,[2000] 1 AC 397,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2013/2013-ewhc-899-admin.xml,the Regions </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793306805'>[2001] 2 AC 603</citation>at 610 J-H,elr3,Caselaw,SyntalexMatch,793306805,,[2001] 2 AC 603,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2013/2013-ewhc-481-admin.xml,"</span> <span style=""font-size:11.5pt""><citation entityType='SyntalexMatch' ruleName='elr3' vids='793306805'>[2001] 2 AC 603</citation>did not require",elr3,Caselaw,SyntalexMatch,793306805,,[2001] 2 AC 603,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2013/2013-ewhc-481-admin.xml,"</span> <span style=""font-size:11.5pt""><citation entityType='SyntalexMatch' ruleName='elr3' vids='792643345'>[2001] QB 213</citation>, paragraph 108:",elr3,Caselaw,SyntalexMatch,792643345,,[2001] QB 213,,Resolved match,QB
s3://vlex-tna-files/ewhc/admin/2013/2013-ewhc-481-admin.xml,"</span> <span style=""font-size:11.5pt""><citation entityType='SyntalexMatch' ruleName='elr3' vids='793681265'>[1981] AC 75</citation>. The House",elr3,Caselaw,SyntalexMatch,793681265,,[1981] AC 75,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2013/2013-ewhc-481-admin.xml,"of Trade </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='792940589'>[1971] AC 610</citation>, read fully,",elr3,Caselaw,SyntalexMatch,792940589,,[1971] AC 610,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2013/2013-ewhc-481-admin.xml,<citation entityType='SyntalexMatch' ruleName='elr3' vids='818830701'>[2012] 1AC 1</citation>at paragraph 38,elr3,Caselaw,SyntalexMatch,818830701,,[2012] 1AC 1,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2013/2013-ewhc-481-admin.xml,",<citation entityType='SyntalexMatch' ruleName='elr3' vids='818716109'>[2009] AC 453</citation>, at para",elr3,Caselaw,SyntalexMatch,818716109,,[2009] AC 453,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2013/2013-ewhc-4142-admin.xml,v Wednesbury Corporation</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='802780093'>[1948] 1 KB 223</citation>) that the,elr3,Caselaw,SyntalexMatch,802780093,,[1948] 1 KB 223,,Resolved match,KB
s3://vlex-tna-files/ewhc/admin/2013/2013-ewhc-4142-admin.xml,"the Civil Service</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='852169821'>[1985] AC 374</citation>, 410:</p> </content>",elr3,Caselaw,SyntalexMatch,852169821,,[1985] AC 374,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2013/2013-ewhc-4142-admin.xml,"ex p. Coughlan</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='792643345'>[2001] QB 213</citation>at [108]), the",elr3,Caselaw,SyntalexMatch,792643345,,[2001] QB 213,,Resolved match,QB
s3://vlex-tna-files/ewhc/admin/2013/2013-ewhc-4142-admin.xml,"Trader’s Ferry Ltd</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='792793817'>[1999] 2 AC 418</citation>, at 430:</p>",elr3,Caselaw,SyntalexMatch,792793817,,[1999] 2 AC 418,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2013/2013-ewhc-4142-admin.xml,"Health Authority </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793372265,793705989'>[1986] 1 AC 112</citation>. Whilst the",elr3,Caselaw,SyntalexMatch,"793372265,793705989",,[1986] 1 AC 112,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2013/2013-ewhc-2575-admin.xml,"style=""font-family:'Times New Roman'""><citation entityType='SyntalexMatch' ruleName='elr3' vids='793074525'>[2003] QB 633</citation>, CA at",elr3,Caselaw,SyntalexMatch,793074525,,[2003] QB 633,,Resolved match,QB
s3://vlex-tna-files/ewhc/admin/2014/2014-ewhc-501-admin.xml,",<citation entityType='SyntalexMatch' ruleName='elr3' vids='818721961'>[2004] 2 AC 368</citation>; HL(E) per",elr3,Caselaw,SyntalexMatch,818721961,,[2004] 2 AC 368,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2014/2014-ewhc-501-admin.xml,",<citation entityType='SyntalexMatch' ruleName='elr3' vids='818830537'>[2006] 1AC 207</citation>, HL, per",elr3,Caselaw,SyntalexMatch,818830537,,[2006] 1AC 207,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2014/2014-ewhc-50-admin.xml,"</span> <span style=""font-size:8pt""><citation entityType='SyntalexMatch' ruleName='elr3' vids='803102765'>[1997] AC 97</citation>, HL, per",elr3,Caselaw,SyntalexMatch,803102765,,[1997] AC 97,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2014/2014-ewhc-50-admin.xml,"<span class=""Hyperlink"" style=""text-decoration:none;font-size:8pt;color:#000000""><citation entityType='SyntalexMatch' ruleName='elr3' vids='793713805'>[2009] 1 A.C. 681</citation></span> </a> <span",elr3,Caselaw,SyntalexMatch,793713805,,[2009] 1 A.C. 681,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2014/2014-ewhc-50-admin.xml,"name=""tab""/> <span style=""font-size:8pt;color:#000000""><citation entityType='SyntalexMatch' ruleName='elr3' vids='806978121'>[1978] AC 655</citation>, 694A and",elr3,Caselaw,SyntalexMatch,806978121,,[1978] AC 655,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2015/2015-ewhc-1723-admin.xml,"v Parole Board</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='792848017'>[2014] AC 1115</citation>, Lord Reed",elr3,Caselaw,SyntalexMatch,792848017,,[2014] AC 1115,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2015/2015-ewhc-1723-admin.xml,ex p. Moore</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793456813'>[1965] 1 QB 456</citation>at page 488,elr3,Caselaw,SyntalexMatch,793456813,,[1965] 1 QB 456,,Resolved match,QB
s3://vlex-tna-files/ewhc/admin/2015/2015-ewhc-1723-admin.xml,"New Zealand Ltd</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='803876317'>[1984] 1 AC 808</citation>(PC) pages 820,",elr3,Caselaw,SyntalexMatch,803876317,,[1984] 1 AC 808,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-464-admin.xml,"at 392-393,<citation entityType='SyntalexMatch' ruleName='elr3' vids='793379277'>[1971] CH.700</citation>at 71).” (p.122).</p>",elr3,Caselaw,SyntalexMatch,793379277,,[1971] CH.700,,Resolved match,CH
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-464-admin.xml,"General Medical Council</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='804803597'>(1972) AC 217</citation>at 221F, more",elr3,Caselaw,SyntalexMatch,804803597,,(1972) AC 217,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,v Mackman </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='792643181'>[1983] 2 AC 237</citation>at 239 Lord,elr3,Caselaw,SyntalexMatch,792643181,,[1983] 2 AC 237,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,"Co</span>. (1920) Ltd.<citation entityType='SyntalexMatch' ruleName='elr3' vids='802379953'>[1924] 1 K.B. 171</citation>, 205 of",elr3,Caselaw,SyntalexMatch,802379953,,[1924] 1 K.B. 171,,Resolved match,KB
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,"style=""font-style:italic"">Ridge v. Baldwin</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='805391113'>[1964] A.C. 40</citation>, where again",elr3,Caselaw,SyntalexMatch,805391113,,[1964] A.C. 40,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,of Malaya </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='802795521'>[1962] [A.C. 322</citation>at 337] is,elr3,Caselaw,SyntalexMatch,802795521,,[1962] [A.C. 322,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,"ex parte Hague</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793648201'>[1992] 1 AC 58</citation>, followed in",elr3,Caselaw,SyntalexMatch,793648201,,[1992] 1 AC 58,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,v McMahon </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793791045'>[1987] 1 AC 625</citation>that the fairness,elr3,Caselaw,SyntalexMatch,793791045,,[1987] 1 AC 625,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,the Civil Service</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='852169821'>[1985 AC 374]</citation>their Lordships in,elr3,Caselaw,SyntalexMatch,852169821,,[1985 AC 374],,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,parte Hague </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793648201'>[1992 1 AC 58]</citation>the Court of,elr3,Caselaw,SyntalexMatch,793648201,,[1992 1 AC 58],,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,"Benaim and Khaida</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='792801309'>[1970] 2 Q.B. 417</citation>, 430, Lord",elr3,Caselaw,SyntalexMatch,792801309,,[1970] 2 Q.B. 417,,Resolved match,QB
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,"of Parkhurst Prison</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793421389'>[1988] AC 533</citation>, which held",elr3,Caselaw,SyntalexMatch,793421389,,[1988] AC 533,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,"<span style=""font-style:italic"">Doody’s </span>case<citation entityType='SyntalexMatch' ruleName='elr3' vids='793657633'>[1994] 1 AC 531</citation>endorsed an approach",elr3,Caselaw,SyntalexMatch,793657633,,[1994] 1 AC 531,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,the Home Department</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='818722089'>[2010] 2 AC 110</citation>at para 175,elr3,Caselaw,SyntalexMatch,818722089,,[2010] 2 AC 110,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,Foreign Secretary </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793395677'>[2012] QB 477</citation>at paras 24,elr3,Caselaw,SyntalexMatch,793395677,,[2012] QB 477,,Resolved match,QB
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,Tower Hamlets LBC</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793435005'>[2003] 2 AC 430</citation>noted that the,elr3,Caselaw,SyntalexMatch,793435005,,[2003] 2 AC 430,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,(Wright) v SSH</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='818720681'>[2009] 1 AC 739</citation>) and decisions,elr3,Caselaw,SyntalexMatch,818720681,,[2009] 1 AC 739,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,v Birmingham CC</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='818721001'>[2010] 2 AC 39</citation>in relation to,elr3,Caselaw,SyntalexMatch,818721001,,[2010] 2 AC 39,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,"City Council </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='818721001'>[2010] 2 AC 39</citation>, per Lord",elr3,Caselaw,SyntalexMatch,818721001,,[2010] 2 AC 39,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,"ex.p. Simms </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793022917'>[2000] 2AC115</citation>, 120G:</p> </content>",elr3,Caselaw,SyntalexMatch,793022917,,[2000] 2AC115,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,"Birmingham City Council</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='818721001'>[2010] 2 AC 39</citation>, per Lord",elr3,Caselaw,SyntalexMatch,818721001,,[2010] 2 AC 39,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,Secretary of State</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='818720681'>[2009] 1 AC 739</citation>in which Baroness,elr3,Caselaw,SyntalexMatch,818720681,,[2009] 1 AC 739,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,UK HL 5;<citation entityType='SyntalexMatch' ruleName='elr3' vids='793435005'>[2003] 2AC430</citation>and (iii) that,elr3,Caselaw,SyntalexMatch,793435005,,[2003] 2AC430,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,London Borough Council</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793435005'>[2003] 2 AC 430</citation>per Lord Hoffmann,elr3,Caselaw,SyntalexMatch,793435005,,[2003] 2 AC 430,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,"and the Regions</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793089601'>[2003] 2 AC 295</citation>and <span style=""font-style:italic"">Runa",elr3,Caselaw,SyntalexMatch,793089601,,[2003] 2 AC 295,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,"Thomas Bingham MR<citation entityType='SyntalexMatch' ruleName='elr3' vids='792728861'>[1996] QB 517</citation>, 544.</p> </content>",elr3,Caselaw,SyntalexMatch,792728861,,[1996] QB 517,,Resolved match,QB
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,Hackney Health Authority</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793157165'>[1998] AC 232</citation>. More relevantly,elr3,Caselaw,SyntalexMatch,793157165,,[1998] AC 232,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2012/2012-ewhc-3200-admin.xml,"ex parte Smith</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='792728861'>[1996] QB 517</citation>, 544 is",elr3,Caselaw,SyntalexMatch,792728861,,[1996] QB 517,,Resolved match,QB
s3://vlex-tna-files/ewhc/admin/2007/2007-ewhc-233-admin.xml,",<citation entityType='SyntalexMatch' ruleName='elr3' vids='818718001'>[2005] 2 AC 68</citation>when it was",elr3,Caselaw,SyntalexMatch,818718001,,[2005] 2 AC 68,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2007/2007-ewhc-233-admin.xml,",<citation entityType='SyntalexMatch' ruleName='elr3' vids='818823053'>[2006] 2 AC 221</citation><span style=""font-style:italic"">. </span>That",elr3,Caselaw,SyntalexMatch,818823053,,[2006] 2 AC 221,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2007/2007-ewhc-233-admin.xml,;<citation entityType='SyntalexMatch' ruleName='elr3' vids='792826801'>[2003] AC 153</citation>; The Republic,elr3,Caselaw,SyntalexMatch,792826801,,[2003] AC 153,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2007/2007-ewhc-233-admin.xml,"Royal Ulster Constabulary</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='792723729'>[1997] AC 286</citation>,298 (Lord Hope);",elr3,Caselaw,SyntalexMatch,792723729,,[1997] AC 286,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2007/2007-ewhc-233-admin.xml,"Ng Yuen Shiu</span><citation entityType='SyntalexMatch' ruleName='elr3' vids='804878741'>[1983] 2 AC 629</citation>, 639 it",elr3,Caselaw,SyntalexMatch,804878741,,[1983] 2 AC 629,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2007/2007-ewhc-233-admin.xml,"and Food </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793259821,852169976'>[1968] AC 997</citation>, noted in",elr3,Caselaw,SyntalexMatch,"793259821,852169976",,[1968] AC 997,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2007/2007-ewhc-233-admin.xml,ex parte Hague<citation entityType='SyntalexMatch' ruleName='elr3' vids='793648201'>[1992] 1 AC 58</citation>.”</span> </p> </content>,elr3,Caselaw,SyntalexMatch,793648201,,[1992] 1 AC 58,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2007/2007-ewhc-233-admin.xml,"Tameside MBC </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793008121,803994181'>[1977] AC 1014</citation>, at 1065B",elr3,Caselaw,SyntalexMatch,"793008121,803994181",,[1977] AC 1014,,Resolved match,AC
s3://vlex-tna-files/ewhc/admin/2007/2007-ewhc-233-admin.xml,"v P </span><citation entityType='SyntalexMatch' ruleName='elr3' vids='793540525'>[2002] 1 AC 146</citation><span style=""font-style:italic"">,</span> in",elr3,Caselaw,SyntalexMatch,793540525,,[2002] 1 AC 146,,Resolved match,AC
